Address,Neighborhood,House Type,Price,Bath,Crime Index,Minutes to Loop,Miles to Lake,Age,Lot (sqft),SIZE (sqft),School Index
"6809 S May St, Chicago IL",Englewood,Multi-Family Home,330000,2,12.58,20,6.06,121,3049,1876,22.2
"7220 S Carpenter St, Chicago IL",Englewood,Multi-Family Home,23000,3,14.42,20,6.13,101,3049,3520,33.3
"7316 S Sangamon St, Chicago IL",Englewood,Single-Family Home,120000,1,11.94,19,6.01,106,3049,1305,33.3
"7315 S Emerald Ave, Chicago IL",Englewood,Multi-Family Home,27500,3,7.43,19,5.64,101,4792,2832,21.2
"7133 S Normal Blvd, Chicago IL",Englewood,Multi-Family Home,290000,2,3.83,17,5.12,99,3049,2524,21.2
"7323 S Sangamon St, Chicago IL",Englewood,Single-Family Home,103000,1,11.94,20,5.98,95,4792,956,33.3
"6736 S Union Ave, Chicago IL",Englewood,Single-Family Home,32000,2,10.78,17,5.25,105,9148,2360,57.1
"7037 S Parnell Ave, Chicago IL",Englewood,Single-Family Home,37000,2,6.23,17,5.16,136,4792,2304,21.2
"530 W 60th Pl, Chicago IL",Englewood,Multi-Family Home,210000,2,4.73,17,4.62,109,3485,1916,36.2
"6844 S Emerald Ave, Chicago IL",Englewood,Multi-Family Home,35000,1,10.8,18,5.41,116,3485,1596,22.2
"6453 S Racine Ave, Chicago IL",Englewood,Multi-Family Home,365000,3,3.53,17,5.95,91,3049,6046,31
"6012 S Morgan St, Chicago IL",Englewood,Multi-Family Home,350000,2,5.38,18,5.41,18,3049,1200,27.8
"7123 S Peoria St, Chicago IL",Englewood,Multi-Family Home,340000,2,11.81,19,5.8,103,3920,2076,33.3
"7229 S Emerald Ave, Chicago IL",Englewood,Multi-Family Home,160000,2,8.91,19,5.59,106,4356,2404,21.2
"6437 S Peoria St, Chicago IL",Englewood,Multi-Family Home,26000,2,8.93,17,5.44,106,3920,2472,33.3
"5519 S Union Ave, Chicago IL",Englewood,Multi-Family Home,31000,2,5.27,16,4.64,101,3049,2206,40
"5529 S Union Ave, Chicago IL",Englewood,Multi-Family Home,125000,2,5.27,16,4.64,106,3049,2474,40
"5531 S Union Ave, Chicago IL",Englewood,,125000,,5.27,16,4.64,.,.,.,40
"5915 S Sangamon St, Chicago IL",Englewood,Multi-Family Home,355000,2,4.88,18,5.25,121,3920,1950,27.8
"5620 S Green St, Chicago IL",Englewood,Multi-Family Home,350000,2,5.22,17,4.96,121,4356,2320,27.3
"6420 S Green St, Chicago IL",Englewood,Multi-Family Home,365000,2,8.43,17,5.37,106,3485,2790,48.1
"5643 S Sangamon St, Chicago IL",Englewood,Multi-Family Home,320000,2,5.8,18,5.11,121,3920,1820,27.3
"6553 S Morgan St, Chicago IL",Englewood,Single-Family Home,50000,1,9.1,18,5.66,109,3049,1122,57.1
"7315 S Green St, Chicago IL",Englewood,Single-Family Home,70000,1,7.68,19,5.81,82,3049,1289,33.3
"6716 S Union Ave, Chicago IL",Englewood,Single-Family Home,235000,2,10.78,17,5.25,121,4356,2275,57.1
"6413 S Peoria St, Chicago IL",Englewood,Multi-Family Home,350000,2,8.93,17,5.43,106,3049,2418,33.3
"344 W Normal Pkwy, Chicago IL",Englewood,Multi-Family Home,21000,3,4.98,17,4.66,101,4356,3042,36.2
"950 W 73rd St, Chicago IL",Englewood,Multi-Family Home,25000,4,12.94,19,6.01,.,3485,3600,33.3
"5933 S Normal Blvd, Chicago IL",Englewood,Multi-Family Home,290000,2,2.45,17,4.5,126,3049,2730,36.2
"7127 S Aberdeen St, Chicago IL",Englewood,Single-Family Home,149000,2,13.92,19,6.14,96,3049,903,33.3
"5529 S Carpenter St, Chicago IL",Englewood,Multi-Family Home,25000,2,5.65,17,5.23,106,3049,2280,27.3
"5644 S Carpenter St, Chicago IL",Englewood,Multi-Family Home,280000,2,6.05,18,5.3,106,4356,2754,27.3
"6006 S Carpenter St, Chicago IL",Englewood,Multi-Family Home,44500,2,5.38,18,5.5,121,3049,2210,27.8
"6512 S Peoria St, Chicago IL",Englewood,Multi-Family Home,275000,2,11.22,17,5.51,106,3049,2280,57.1
"6438 S Morgan St, Chicago IL",Englewood,Multi-Family Home,275000,2,5.62,17,5.63,101,3920,2322,31
"5621 S Green St, Chicago IL",Englewood,Multi-Family Home,325000,4,5.22,17,4.93,.,2614,4564,36.2
"5615 S Carpenter St, Chicago IL",Englewood,Multi-Family Home,275000,2,6.05,18,5.27,121,3049,2712,27.3
"5927 S Union Ave, Chicago IL",Englewood,Multi-Family Home,27000,2,3.32,17,4.85,111,3049,2464,27.8
"7407 S Union Ave, Chicago IL",Englewood,Multi-Family Home,195000,2,5.24,19,5.61,99,4792,2556,91.7
"5528 S Carpenter St, Chicago IL",Englewood,Multi-Family Home,230000,2,5.65,17,5.25,126,3049,2364,27.3
"6929 S Peoria St, Chicago IL",Englewood,Multi-Family Home,25000,3,12.08,19,5.69,99,3920,2850,22.2
"7416 S Parnell Ave, Chicago IL",Englewood,Multi-Family Home,33500,2,4.38,19,5.4,118,3920,2653,40
"5950 S Union Ave, Chicago IL",Englewood,Multi-Family Home,23500,2,3.32,17,4.87,106,4792,2472,27.8
"733 W 61st St, Chicago IL",Englewood,Multi-Family Home,29000,2,6.05,17,5,113,1742,2506,27.8
"7215 S Emerald Ave, Chicago IL",Englewood,Multi-Family Home,26000,2,8.91,19,5.58,116,3920,2706,21.2
"5941 S Peoria St, Chicago IL",Englewood,Multi-Family Home,220000,1,4.88,19,5.18,111,3049,1333,27.8
"516 W Englewood Ave, Chicago IL",Englewood,Multi-Family Home,360000,4,6.88,15,4.71,129,4792,3102,36.2
"924 W Marquette Rd, Chicago IL",Englewood,Multi-Family Home,330000,3,13.75,17,5.65,89,3049,2988,57.1
"6214 S Morgan St, Chicago IL",Englewood,Multi-Family Home,360000,2,5.05,17,5.52,121,3049,1932,33.3
"7006 S Emerald Ave, Chicago IL",Englewood,Single-Family Home,115000,1,11.11,18,5.51,131,3485,954,21.2
"905 W 65th St, Chicago IL",Englewood,Multi-Family Home,21000,3,9.23,17,5.51,86,3049,3396,57.1
"5541 S Peoria St, Chicago IL",Englewood,Multi-Family Home,37500,3,6.07,17,4.98,106,3920,3418,36.2
"7330 S Stewart Ave, Chicago IL",Englewood,Multi-Family Home,26000,4,3.47,18,5.08,111,7841,2354,40
"5800 S Aberdeen St #2, Chicago IL",Englewood,Multi-Family Home,45000,,5.47,19,5.47,.,.,.,47.6
"5800 S Aberdeen St, Chicago IL",Englewood,Multi-Family Home,45000,5,5.47,19,5.47,116,3920,4990,47.6
"6542 S Stewart Ave, Chicago IL",Englewood,Multi-Family Home,21000,2,7.22,15,4.68,118,4356,2360,36.2
"6045 S Peoria St, Chicago IL",Englewood,Multi-Family Home,345000,2,5.83,17,5.23,101,3049,2332,27.8
"5756 S Peoria St, Chicago IL",Englewood,Multi-Family Home,61000,2,4.22,18,5.1,101,3049,2118,27.8
"6629 S May St, Chicago IL",Englewood,Multi-Family Home,32000,3,8.9,19,5.96,80,3049,2650,31
"7237 S Emerald Ave, Chicago IL",Englewood,Multi-Family Home,21000,3,8.91,19,5.59,91,5663,4644,21.2
"5706 S Union Ave, Chicago IL",Englewood,Multi-Family Home,365000,2,4.02,17,4.75,117,3485,2024,40
"7307 S Emerald Ave, Chicago IL",Englewood,Multi-Family Home,26500,3,7.43,19,5.64,101,3920,4140,21.2
"5915 S Carpenter St, Chicago IL",Englewood,Multi-Family Home,342000,2,4.93,18,5.42,116,3049,2300,27.8
"631 W 62nd St, Chicago IL",Englewood,Multi-Family Home,360000,2,6.38,16,4.89,121,3049,3000,48.1
"1034 W 61st St, Chicago IL",Englewood,Multi-Family Home,250000,2,4.05,18,5.54,116,3049,1932,33.3
"6759 S Peoria St, Chicago IL",Englewood,Multi-Family Home,23500,2,13.92,18,5.6,111,5663,2078,57.1
"5753 S Aberdeen St, Chicago IL",Englewood,Multi-Family Home,365000,2,5.8,18,5.42,116,3049,2082,47.6
"6143 S Racine Ave, Chicago IL",Englewood,Multi-Family Home,365000,2,2.93,17,5.79,101,3485,2548,36.2
"6746 S Sangamon St, Chicago IL",Englewood,Multi-Family Home,21000,2,12.42,18,5.71,106,3049,2168,57.1
"6152 S Aberdeen St, Chicago IL",Englewood,Multi-Family Home,320000,3,2.8,18,5.65,93,3049,3147,36.2
"1046 W 61st St, Chicago IL",Englewood,Multi-Family Home,345000,2,4.05,18,5.55,121,3049,1932,33.3
"6405 S Racine Ave, Chicago IL",Englewood,Multi-Family Home,290000,2,3.53,17,5.93,131,3049,1958,31
"5641 S Morgan St, Chicago IL",Englewood,Multi-Family Home,275000,2,6.05,18,5.19,116,3485,1872,27.3
"5752 S Sangamon St, Chicago IL",Englewood,Multi-Family Home,30000,2,4.55,18,5.19,103,3049,2434,27.8
"6840 S Emerald Ave, Chicago IL",Englewood,Multi-Family Home,35000,2,10.8,18,5.41,116,3485,1760,22.2
"6501 S Green St, Chicago IL",Englewood,Multi-Family Home,50000,,9.22,17,5.39,104,.,.,57.1
"6004 S Aberdeen St, Chicago IL",Englewood,Multi-Family Home,360000,2,4.38,19,5.58,116,3049,1984,27.8
"5706 S Green St, Chicago IL",Englewood,Multi-Family Home,365000,2,4.22,18,5,106,3049,2380,27.3
"6631 S Sangamon St, Chicago IL",Englewood,Multi-Family Home,310000,2,9.93,18,5.62,109,3049,1998,57.1
"6543 S Green St, Chicago IL",Englewood,Multi-Family Home,350000,2,9.22,17,5.41,111,3920,2728,57.1
"5951 S Sangamon St, Chicago IL",Englewood,Multi-Family Home,360000,2,4.88,18,5.27,105,3049,2740,27.8
"5603 S May St, Chicago IL",Englewood,Multi-Family Home,24000,2,6.68,18,5.43,121,3049,2261,27.3
"6859 N Tonty Ave, Chicago IL",Forest Glen,Single-Family Home,522000,1,0.2,21,7.59,66,4356,1703,22.2
"6959 N Tonty Ave, Chicago IL",Forest Glen,Single-Family Home,522000,1,0.2,21,7.22,66,4356,1703,33.3
"6851 N Mendota Ave, Chicago IL",Forest Glen,Single-Family Home,367500,2,0.28,21,7.67,51,6098,1473,22.2
"7177 N Moody Ave, Chicago IL",Forest Glen,Single-Family Home,208000,1,0.28,22,7.54,57,6098,861,33.3
"6801 N Minnetonka Ave, Chicago IL",Forest Glen,Single-Family Home,450000,2,0.09,21,6.6,37,6970,1789,27.3
"6517 N Chicora Ave, Chicago IL",Forest Glen,Single-Family Home,522900,1,0.29,20,7.26,71,6098,1828,27.3
"6456 N Leoti Ave, Chicago IL",Forest Glen,Single-Family Home,400000,1,1.09,20,6.87,69,4792,951,27.3
"6887 N Wildwood Ave, Chicago IL",Forest Glen,Single-Family Home,755000,2,0.2,21,7.24,54,.,2373,33.3
"6512 N Spokane Ave, Chicago IL",Forest Glen,Single-Family Home,389000,1,1,20,6.5,67,4792,1661,27.3
"6751 N Keota Ave, Chicago IL",Forest Glen,Single-Family Home,529000,1,0.29,20,7.11,82,6098,1466,22.2
"6933 N Algonquin Ave, Chicago IL",Forest Glen,Single-Family Home,350000,2,0.05,21,6.45,40,5663,1540,27.3
"6500 N Chicora Ave, Chicago IL",Forest Glen,Single-Family Home,398000,1,0.29,19,7.3,57,6970,1560,27.3
